seed_doi,seed_openalex_id,seed_title,ref_key
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/978-3-642-02463-4
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/978-3-662-43839-8
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1016/j.cosrev.2015.05.001
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",https://openalex.org/W1506512744
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",https://openalex.org/W1565746575
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",https://openalex.org/W1579838312
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",https://openalex.org/W1814780677
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.3917/jie.007.0093
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1093/biomet/57.3.519
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1111/j.1467-8306.2006.00493.x
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/s00766-015-0222-6
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1207/s15327590ijhc1703_3
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",https://openalex.org/W2094419105
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/978-3-642-02463-4_19
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/s007660170008
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/s00766-007-0045-1
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1109/isre.2001.948567
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1162/coli_a_00074
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1016/j.patrec.2005.10.010
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1109/ase.2015.88
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.2307/3001913
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1002/9781118548387
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1016/j.jss.2016.09.015
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/s10664-016-9465-1
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1111/ijmr.12135
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1109/ms.2017.33
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",https://openalex.org/W2639421075
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1109/re.2017.82
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.15346/hc.v9i1.106
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1145/2568225
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1145/3084226
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",https://openalex.org/W2945041340
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1002/smr.2199
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.7551/mitpress/7503.001.0001
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1080/00224065.1986.11978989
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/978-3-030-44429-7_11
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.5120/ijca2020920178
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1007/s10664-021-09986-0
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.32604/csse.2021.016510
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1109/re51729.2021.00020
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1016/s0898-1221(00)90203-7
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.5220/0000098500002174
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1145/2047196
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1145/2597073
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.3403/30215101
10.1016/j.jss.2025.112533,https://openalex.org/W4412423674,"Classification of quality characteristics in online user feedback using linguistic analysis, crowdsourcing and LLMs",10.1109/ase.2004.1342708
